,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club,Player▲,Sh▼
1842,David Soria,es ESP,GK,24.0,19.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,sevilla,,
1843,Sébastien Corchia,fr FRA,DF,26.0,15.3,0,9.0,5.0,55.6,0.88,0.49,0.0,0.0,15.5,1.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,sevilla,,
1844,Miguel Layún,mx MEX,DF,29.0,13.5,2,22.0,5.0,22.7,1.67,0.38,0.09,0.4,23.9,2.0,0,0,1.3,1.3,0.06,0.7,0.7,Matches,sevilla,,
1845,Johannes Geis,de GER,"DF,MF",23.0,11.6,0,7.0,2.0,28.6,0.82,0.23,0.0,0.0,31.0,2.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,sevilla,,
1846,Sandro Ramírez,es ESP,"FW,MF",22.0,9.0,0,27.0,11.0,40.7,3.21,1.31,0.0,0.0,18.0,0.0,0,0,2.3,2.3,0.09,-2.3,-2.3,Matches,sevilla,,
1847,Lionel Carole,fr FRA,DF,26.0,9.0,0,4.0,1.0,25.0,0.67,0.17,0.0,0.0,22.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,sevilla,,
1848,Michael Krohn-Dehli,dk DEN,"MF,FW",34.0,9.0,1,9.0,5.0,55.6,1.19,0.66,0.11,0.2,22.3,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Matches,sevilla,,
1849,Ganso,br BRA,MF,27.0,8.1,4,9.0,4.0,44.4,1.48,0.66,0.33,0.75,15.2,0.0,0,0,1.1,1.1,0.16,0.9,0.9,Matches,sevilla,,
1850,Nicolás Pareja,ar ARG,DF,33.0,6.5,0,4.0,0.0,0.0,0.62,0.0,0.0,,18.7,1.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,sevilla,,
1851,Daniel Carriço,pt POR,DF,28.0,5.1,0,2.0,0.0,0.0,0.39,0.0,0.0,,9.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,sevilla,,
1852,Roque Mesa,es ESP,MF,28.0,3.8,0,1.0,0.0,0.0,0.26,0.0,0.0,,27.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,sevilla,,
1853,Borja Lasso,es ESP,MF,23.0,2.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,sevilla,,
1854,Guilherme Arana,br BRA,DF,20.0,2.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,sevilla,,
1855,Carlos Fernández,es ESP,FW,21.0,1.5,1,6.0,2.0,33.3,4.0,1.33,0.17,0.5,13.3,0.0,0,0,0.7,0.7,0.11,0.3,0.3,Matches,sevilla,,
1856,Walter Montoya,ar ARG,FW,24.0,0.8,0,1.0,0.0,0.0,1.2,0.0,0.0,,19.9,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,sevilla,,
1857,José Alonso Lara,es ESP,FW,17.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,sevilla,,
1858,Ryan Bertrand,eng ENG,DF,27.0,39.3,0,21.0,4.0,19.0,0.53,0.1,0.0,0.0,20.0,3.0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches,Southampton,,
1859,Oriol Romeu,es ESP,MF,25.0,36.4,1,26.0,4.0,15.4,0.71,0.11,0.04,0.25,19.6,0.0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches,Southampton,,
1860,Dušan Tadić,rs SRB,"MF,FW",28.0,35.2,7,37.0,11.0,29.7,1.05,0.31,0.16,0.55,17.7,1.0,1,1,4.4,3.7,0.11,1.6,1.3,Matches,Southampton,,
1861,Cédric Soares,pt POR,DF,25.0,35.0,1,27.0,6.0,22.2,0.77,0.17,0.04,0.17,25.2,0.0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches,Southampton,,
1862,Wesley Hoedt,nl NED,DF,23.0,32.0,1,17.0,3.0,17.6,0.53,0.09,0.06,0.33,14.4,0.0,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches,Southampton,,
1863,Jack Stephens,eng ENG,DF,23.0,27.0,3,14.0,5.0,35.7,0.52,0.19,0.21,0.6,10.1,0.0,0,0,1.4,1.4,0.13,0.6,0.6,Matches,Southampton,,
1864,Maya Yoshida,jp JPN,DF,28.0,26.1,2,21.0,4.0,19.0,0.81,0.15,0.1,0.5,9.4,1.0,0,0,1.8,1.8,0.09,0.2,0.2,Matches,Southampton,,
1865,Nathan Redmond,eng ENG,"FW,MF",23.0,23.4,1,47.0,16.0,34.0,2.01,0.68,0.02,0.06,21.4,0.0,0,0,2.3,2.3,0.05,-1.3,-1.3,Matches,Southampton,,
1866,Alex McCarthy,eng ENG,GK,27.0,23.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Southampton,,
1867,Pierre Højbjerg,dk DEN,MF,21.0,23.0,1,22.0,9.0,40.9,0.96,0.39,0.05,0.11,23.6,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,Southampton,,
1868,Mario Lemina,ga GAB,MF,23.0,22.2,1,28.0,6.0,21.4,1.26,0.27,0.04,0.17,25.2,0.0,0,0,0.8,0.8,0.03,0.2,0.2,Matches,Southampton,,
1869,James Ward-Prowse,eng ENG,"FW,MF",22.0,22.1,4,34.0,16.0,47.1,1.54,0.73,0.12,0.25,22.0,6.0,0,0,2.1,2.1,0.08,0.9,0.9,Matches,Southampton,,
1870,Fraser Forster,eng ENG,GK,29.0,21.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Southampton,,
1871,Shane Long,ie IRL,FW,30.0,20.5,2,40.0,15.0,37.5,1.95,0.73,0.05,0.13,12.1,0.0,0,0,4.9,4.9,0.15,-2.9,-2.9,Matches,Southampton,,
1872,Steven Davis,nir NIR,MF,32.0,18.9,3,15.0,5.0,33.3,0.79,0.26,0.2,0.6,20.4,0.0,0,0,0.8,0.8,0.05,2.2,2.2,Matches,Southampton,,
1873,Sofiane Boufal,ma MAR,"FW,MF",23.0,16.6,2,36.0,9.0,25.0,2.17,0.54,0.06,0.22,17.3,0.0,0,0,1.8,1.8,0.06,0.2,0.2,Matches,Southampton,,
1874,Manolo Gabbiadini,it ITA,"FW,MF",25.0,13.5,5,27.0,12.0,44.4,1.99,0.89,0.15,0.33,16.4,0.0,1,2,2.4,1.6,0.07,2.6,2.4,Matches,Southampton,,
1875,Charlie Austin,eng ENG,FW,28.0,13.4,7,53.0,24.0,45.3,3.97,1.8,0.11,0.25,14.8,0.0,1,1,7.9,7.2,0.15,-0.9,-1.2,Matches,Southampton,,
1876,Virgil van Dijk,nl NED,DF,26.0,11.0,0,11.0,0.0,0.0,1.0,0.0,0.0,,11.1,0.0,0,0,1.1,1.1,0.1,-1.1,-1.1,Matches,Southampton,,
1877,Jan Bednarek,pl POL,DF,21.0,7.4,1,2.0,2.0,100.0,0.27,0.27,0.5,0.5,8.6,0.0,0,0,0.1,0.1,0.07,0.9,0.9,Matches,Southampton,,
1878,Guido Carrillo,ar ARG,FW,26.0,6.9,0,10.0,5.0,50.0,1.45,0.72,0.0,0.0,12.8,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,Southampton,,
1879,Jérémy Pied,fr FRA,DF,28.0,3.6,0,5.0,1.0,20.0,1.4,0.28,0.0,0.0,29.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Southampton,,
1880,Sam McQueen,eng ENG,"DF,FW",22.0,2.6,0,2.0,0.0,0.0,0.76,0.0,0.0,,18.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Southampton,,
1881,Josh Sims,eng ENG,"FW,MF",20.0,1.9,0,11.0,5.0,45.5,5.86,2.66,0.0,0.0,17.5,0.0,0,0,1.1,1.1,0.1,-1.1,-1.1,Matches,Southampton,,
1882,Matt Targett,eng ENG,DF,21.0,1.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Southampton,,
1883,Michael Obafemi,ie IRL,FW,17.0,0.1,0,1.0,0.0,0.0,10.0,0.0,0.0,,8.1,0.0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches,Southampton,,
1884,Manuel Lazzari,it ITA,"DF,MF",23.0,35.3,2,22.0,4.0,18.2,0.64,0.12,0.09,0.5,23.0,0.0,0,0,1.3,1.3,0.06,0.7,0.7,Matches,SPAL,,
1885,Francesco Vicari,it ITA,DF,22.0,32.6,1,8.0,1.0,12.5,0.25,0.03,0.0,0.0,21.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,SPAL,,
1886,Mirco Antenucci,it ITA,FW,32.0,29.6,11,61.0,21.0,34.4,2.14,0.74,0.1,0.29,18.0,0.0,5,5,8.7,4.9,0.08,2.3,1.1,Matches,SPAL,,
1887,Felipe dal Belo,br BRA,DF,33.0,28.6,1,16.0,6.0,37.5,0.56,0.21,0.06,0.17,11.5,0.0,0,0,2.9,2.9,0.18,-1.9,-1.9,Matches,SPAL,,
1888,Federico Viviani,it ITA,MF,25.0,28.6,3,50.0,14.0,28.0,1.81,0.51,0.06,0.21,26.0,19.0,0,1,3.3,2.4,0.05,-0.3,0.6,Matches,SPAL,,
1889,Alfred Gomis,sn SEN,GK,23.0,27.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,SPAL,,
1890,Federico Mattiello,it ITA,DF,22.0,25.5,0,16.0,4.0,25.0,0.65,0.16,0.0,0.0,17.0,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,SPAL,,
1891,Alberto Paloschi,it ITA,FW,27.0,25.3,7,28.0,12.0,42.9,1.15,0.49,0.25,0.58,9.9,0.0,0,0,7.0,7.0,0.25,0.0,0.0,Matches,SPAL,,
1892,Alberto Grassi,it ITA,MF,22.0,25.0,3,39.0,13.0,33.3,1.56,0.52,0.08,0.23,16.4,0.0,0,0,3.8,3.8,0.1,-0.8,-0.8,Matches,SPAL,,
1893,Pasquale Schiattarella,it ITA,MF,30.0,23.7,1,22.0,3.0,13.6,0.99,0.14,0.05,0.33,25.3,0.0,0,0,0.8,0.8,0.04,0.2,0.2,Matches,SPAL,,
1894,Bartosz Salamon,pl POL,DF,26.0,19.2,0,9.0,1.0,11.1,0.47,0.05,0.0,0.0,14.2,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,SPAL,,
1895,Filippo Costa,it ITA,"DF,MF",22.0,16.8,0,7.0,0.0,0.0,0.43,0.0,0.0,,17.7,1.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,SPAL,,
1896,Jasmin Kurtić,si SVN,MF,28.0,16.0,1,22.0,6.0,27.3,1.37,0.37,0.05,0.17,20.0,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches,SPAL,,
1897,Thiago Cionek,pl POL,DF,31.0,15.0,1,6.0,4.0,66.7,0.4,0.27,0.17,0.25,15.9,0.0,0,0,0.5,0.5,0.09,0.5,0.5,Matches,SPAL,,
1898,Alex Meret,it ITA,GK,20.0,12.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,SPAL,,
1899,Luca Mora,it ITA,MF,29.0,12.4,0,6.0,0.0,0.0,0.58,0.0,0.0,,19.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,SPAL,,
1900,Sergio Floccari,it ITA,"FW,MF",35.0,10.8,3,22.0,6.0,27.3,2.24,0.61,0.14,0.5,13.6,0.0,0,0,3.6,3.6,0.16,-0.6,-0.6,Matches,SPAL,,
1901,Marco Borriello,it ITA,FW,35.0,9.6,1,12.0,4.0,33.3,1.4,0.47,0.08,0.25,19.8,3.0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches,SPAL,,
1902,Everton Luiz,br BRA,MF,29.0,7.1,0,1.0,0.0,0.0,0.14,0.0,0.0,,30.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,SPAL,,
1903,Sauli Väisänen,fi FIN,DF,23.0,6.9,0,3.0,0.0,0.0,0.5,0.0,0.0,,6.8,0.0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches,SPAL,,
1904,Michele Cremonesi,it ITA,DF,29.0,6.3,0,1.0,0.0,0.0,0.23,0.0,0.0,,9.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,SPAL,,
1905,Luca Rizzo,it ITA,MF,25.0,5.6,2,10.0,7.0,70.0,1.84,1.29,0.2,0.29,16.5,0.0,0,0,0.4,0.4,0.04,1.6,1.6,Matches,SPAL,,
1906,Eros Schiavon,it ITA,"MF,DF",34.0,5.3,0,1.0,0.0,0.0,0.23,0.0,0.0,,31.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,SPAL,,
1907,Marios Oikonomou,gr GRE,DF,24.0,3.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,SPAL,,
1908,Lorenco Šimić,hr CRO,DF,21.0,3.5,1,2.0,1.0,50.0,0.57,0.28,0.5,1.0,9.5,0.0,0,0,0.1,0.1,0.07,0.9,0.9,Matches,SPAL,,
1909,Mattia Vitale,it ITA,MF,19.0,2.1,0,2.0,0.0,0.0,1.84,0.0,0.0,,18.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,SPAL,,
1910,Federico Bonazzoli,it ITA,FW,20.0,2.0,0,8.0,2.0,25.0,4.09,1.02,0.0,0.0,16.9,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,SPAL,,
1911,Pa Konate,gn GUI,DF,23.0,1.4,0,,,,,,,,,,0,0,,,,,,Matches,SPAL,,
1912,Boukary Dramé,sn SEN,"DF,MF",32.0,1.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,SPAL,,
1913,Gabriele Marchegiani,it ITA,GK,21.0,0.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,SPAL,,
1914,Joe Allen,wal WAL,MF,27.0,36.4,4,26.0,6.0,23.1,0.71,0.16,0.15,0.67,17.4,0.0,0,0,2.4,2.4,0.1,-0.4,-0.4,Matches,Stoke City,,
1915,Jack Butland,eng ENG,GK,24.0,36.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Stoke City,,
1916,Kurt Zouma,fr FRA,DF,22.0,34.7,1,23.0,7.0,30.4,0.66,0.2,0.04,0.14,21.4,0.0,0,0,1.0,1.0,0.05,0.0,0.0,Matches,Stoke City,,
1917,Xherdan Shaqiri,ch SUI,"FW,MF",25.0,34.1,8,72.0,30.0,41.7,2.11,0.88,0.11,0.27,21.7,8.0,0,1,5.3,4.6,0.07,2.7,3.4,Matches,Stoke City,,
1918,Erik Pieters,nl NED,"DF,MF",28.0,31.0,0,4.0,1.0,25.0,0.13,0.03,0.0,0.0,22.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Stoke City,,
1919,Mame Biram Diouf,sn SEN,"FW,MF",29.0,30.0,6,67.0,22.0,32.8,2.24,0.73,0.09,0.27,13.1,0.0,0,0,7.3,7.3,0.12,-1.3,-1.3,Matches,Stoke City,,
1920,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",28.0,26.9,5,63.0,19.0,30.2,2.34,0.71,0.08,0.26,16.4,0.0,0,0,5.2,5.2,0.09,-0.2,-0.2,Matches,Stoke City,,
1921,Ryan Shawcross,eng ENG,DF,29.0,26.3,1,26.0,8.0,30.8,0.99,0.3,0.04,0.13,10.6,1.0,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches,Stoke City,,
1922,Darren Fletcher,sco SCO,MF,33.0,26.2,1,12.0,2.0,16.7,0.46,0.08,0.08,0.5,24.3,0.0,0,0,0.3,0.3,0.03,0.7,0.7,Matches,Stoke City,,
1923,Peter Crouch,eng ENG,FW,36.0,19.7,6,32.0,12.0,37.5,1.62,0.61,0.19,0.5,13.3,0.0,0,0,4.2,4.2,0.16,0.8,0.8,Matches,Stoke City,,
1924,Geoff Cameron,us USA,"DF,MF",32.0,17.5,0,6.0,0.0,0.0,0.34,0.0,0.0,,12.9,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,Stoke City,,
1925,Ramadan Sobhi,eg EGY,"MF,FW",20.0,16.8,3,21.0,7.0,33.3,1.25,0.42,0.14,0.43,17.8,0.0,0,0,1.8,1.8,0.14,0.2,0.2,Matches,Stoke City,,
1926,Kevin Wimmer,at AUT,DF,24.0,16.7,0,4.0,2.0,50.0,0.24,0.12,0.0,0.0,17.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,Stoke City,,
1927,Bruno Martins Indi,nl NED,DF,25.0,15.8,0,6.0,0.0,0.0,0.38,0.0,0.0,,13.3,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches,Stoke City,,
1928,Moritz Bauer,at AUT,"DF,MF",25.0,14.5,0,3.0,1.0,33.3,0.21,0.07,0.0,0.0,18.9,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,Stoke City,,
1929,Badou Ndiaye,sn SEN,MF,26.0,12.6,2,20.0,6.0,30.0,1.58,0.47,0.1,0.33,22.7,0.0,0,0,1.3,1.3,0.06,0.7,0.7,Matches,Stoke City,,
1930,Charlie Adam,sco SCO,MF,31.0,7.2,1,16.0,5.0,31.3,2.22,0.69,0.0,0.0,34.6,2.0,1,2,1.4,0.7,0.07,-1.4,-0.7,Matches,Stoke City,,
1931,Glen Johnson,eng ENG,DF,32.0,7.1,0,3.0,1.0,33.3,0.42,0.14,0.0,0.0,16.8,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,Stoke City,,
1932,Saido Berahino,bi BDI,FW,23.0,7.0,0,13.0,4.0,30.8,1.86,0.57,0.0,0.0,17.7,0.0,0,1,2.1,1.3,0.15,-2.1,-1.3,Matches,Stoke City,,
1933,Jesé,es ESP,"FW,MF",24.0,6.8,1,13.0,4.0,30.8,1.91,0.59,0.08,0.25,18.0,0.0,0,0,0.8,0.8,0.06,0.2,0.2,Matches,Stoke City,,
1934,Tom Edwards,eng ENG,DF,18.0,6.3,0,1.0,0.0,0.0,0.16,0.0,0.0,,37.5,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Stoke City,,
1935,Lee Grant,eng ENG,GK,34.0,5.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Stoke City,,
1936,Kostas Stafylidis,gr GRE,"DF,MF",23.0,3.7,0,4.0,0.0,0.0,1.07,0.0,0.0,,28.5,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Stoke City,,
1937,Josh Tymon,eng ENG,DF,18.0,3.3,0,2.0,1.0,50.0,0.6,0.3,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Stoke City,,
1938,Stephen Ireland,ie IRL,MF,30.0,2.3,0,6.0,0.0,0.0,2.66,0.0,0.0,,17.8,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches,Stoke City,,
1939,Ibrahim Afellay,nl NED,MF,31.0,1.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Stoke City,,
1940,Bojan Krkić,es ESP,MF,26.0,1.8,0,4.0,1.0,25.0,2.24,0.56,0.0,0.0,22.7,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Stoke City,,
1941,Philipp Wollscheid,de GER,DF,28.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,,,,0,0,,,,,,Matches,Stoke City,,
1942,Tyrese Campbell,eng ENG,"FW,MF",17.0,0.9,0,2.0,1.0,50.0,2.28,1.14,0.0,0.0,11.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,Stoke City,,
1943,Lasse Sørensen,dk DEN,MF,17.0,0.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Stoke City,,
1944,Harry Souttar,au AUS,DF,18.0,0.3,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Stoke City,,
1945,Thibaud Verlinden,be BEL,MF,18.0,0.2,0,1.0,0.0,0.0,4.29,0.0,0.0,,,,0,0,,,,,,Matches,Stoke City,,
1946,Julien Ngoy,be BEL,"FW,MF",19.0,0.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Stoke City,,
1947,Daniel Ginczek,de GER,"FW,MF",26.0,18.5,8,,18.0,37.5,2.59,0.97,0.13,0.33,13.7,2.0,2,2,7.5,6.7,0.16,-0.5,-0.7,Matches,Sttutgart,,48.0
1948,Chadrac Akolo,cd COD,"FW,MF",22.0,14.8,6,,19.0,48.7,2.64,1.29,0.15,0.32,16.6,0.0,0,1,4.7,4.0,0.13,0.3,1.0,Matches,Sttutgart,,39.0
1949,Anastasios Donis,gr GRE,"FW,MF",20.0,11.1,2,,14.0,35.9,3.5,1.26,0.05,0.14,20.2,3.0,0,0,4.5,4.5,0.12,-2.5,-2.5,Matches,Sttutgart,,39.0
1950,Mario Gómez,de GER,FW,32.0,15.4,8,,14.0,42.4,2.14,0.91,0.24,0.57,14.1,0.0,0,0,4.6,4.6,0.15,3.4,3.4,Matches,Sttutgart,,33.0
1951,Erik Thommy,de GER,"MF,FW",22.0,10.9,2,,9.0,31.0,2.66,0.83,0.07,0.22,23.0,9.0,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches,Sttutgart,,29.0
1952,Christian Gentner,de GER,MF,31.0,28.9,3,,11.0,39.3,0.97,0.38,0.11,0.27,16.3,0.0,0,0,1.8,1.8,0.07,0.2,0.2,Matches,Sttutgart,,28.0
1953,Simon Terodde,de GER,FW,29.0,12.3,3,,7.0,29.2,1.95,0.57,0.13,0.43,10.4,0.0,0,1,4.1,3.3,0.15,-2.1,-1.3,Matches,Sttutgart,,24.0
1954,Josip Brekalo,hr CRO,"MF,FW",19.0,10.6,2,,6.0,25.0,2.26,0.57,0.08,0.33,19.5,0.0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches,Sttutgart,,24.0
1955,Takuma Asano,jp JPN,"FW,MF",22.0,9.8,1,,6.0,27.3,2.24,0.61,0.05,0.17,14.1,0.0,0,0,1.7,1.7,0.1,-0.7,-0.7,Matches,Sttutgart,,22.0
1956,Dennis Aogo,de GER,"MF,DF",30.0,22.5,0,,2.0,11.1,0.8,0.09,0.0,0.0,19.9,2.0,0,1,0.9,0.9,0.05,-0.9,-0.9,Matches,Sttutgart,,18.0
1957,Berkay Özcan,tr TUR,"FW,MF",19.0,12.7,1,,10.0,58.8,1.34,0.79,0.06,0.1,15.7,1.0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches,Sttutgart,,17.0
1958,Emiliano Insúa,ar ARG,DF,28.0,25.4,0,,3.0,21.4,0.55,0.12,0.0,0.0,21.1,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,Sttutgart,,14.0
1959,Benjamin Pavard,fr FRA,DF,21.0,36.3,1,,2.0,15.4,0.36,0.06,0.08,0.5,14.3,0.0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,Sttutgart,,13.0
1960,Santiago Ascacíbar,ar ARG,MF,20.0,28.3,0,,2.0,15.4,0.46,0.07,0.0,0.0,24.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,Sttutgart,,13.0
1961,Orel Mangala,be BEL,MF,19.0,8.9,0,,3.0,30.0,1.12,0.34,0.0,0.0,25.3,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,Sttutgart,,10.0
1962,Timo Baumgartl,de GER,DF,21.0,31.0,0,,1.0,11.1,0.29,0.03,0.0,0.0,11.9,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,Sttutgart,,9.0
1963,Holger Badstuber,de GER,"DF,MF",28.0,24.8,2,,5.0,55.6,0.36,0.2,0.22,0.4,9.5,0.0,0,0,1.2,1.2,0.16,0.8,0.8,Matches,Sttutgart,,9.0
1964,Andreas Beck,de GER,"DF,MF",30.0,23.4,1,,3.0,42.9,0.3,0.13,0.14,0.33,22.2,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Matches,Sttutgart,,7.0
1965,Dženis Burnić,de GER,"MF,DF",19.0,5.7,0,,0.0,0.0,1.22,0.0,0.0,,25.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Sttutgart,,7.0
1966,Marcin Kamiński,pl POL,DF,25.0,15.0,0,,0.0,0.0,0.27,0.0,0.0,,11.8,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,Sttutgart,,4.0
1967,Matthias Zimmermann,de GER,DF,25.0,2.2,0,,0.0,0.0,0.91,0.0,0.0,,14.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Sttutgart,,2.0
1968,Ailton,br BRA,"DF,FW",22.0,1.2,0,,0.0,0.0,0.83,0.0,0.0,,11.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Sttutgart,,1.0
1969,Ron-Robert Zieler,de GER,GK,28.0,37.3,0,,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sttutgart,,0.0
1970,Jacob Bruun Larsen,dk DEN,"MF,DF",18.0,1.2,0,,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sttutgart,,0.0
1971,Ebenezer Ofori,gh GHA,MF,22.0,0.8,0,,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sttutgart,,0.0
1972,Anto Grgić,ch SUI,MF,20.0,0.3,0,,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Sttutgart,,0.0
1973,Pascal Breier,de GER,FW,25.0,0.1,0,,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,Sttutgart,,0.0
1974,Alfie Mawson,eng ENG,DF,23.0,43.1,3,21.0,8.0,38.1,0.49,0.19,0.14,0.38,11.2,0.0,0,0,1.9,1.9,0.11,0.1,0.1,Matches,Swansea City,,
1975,Martin Olsson,se SWE,"DF,MF",29.0,40.8,0,23.0,3.0,13.0,0.56,0.07,0.0,0.0,21.5,1.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,Swansea City,,
1976,Łukasz Fabiański,pl POL,GK,32.0,38.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Swansea City,,
1977,Kyle Naughton,eng ENG,DF,28.0,37.7,1,15.0,2.0,13.3,0.4,0.05,0.07,0.5,24.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,Swansea City,,
1978,Jordan Ayew,gh GHA,"FW,MF",25.0,36.4,11,80.0,31.0,38.8,2.2,0.85,0.13,0.32,18.8,4.0,1,1,6.3,5.5,0.09,0.7,0.5,Matches,Swansea City,,
1979,Tom Carroll,eng ENG,MF,25.0,36.1,1,26.0,7.0,26.9,0.72,0.19,0.04,0.14,22.5,5.0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches,Swansea City,,
