,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,club
292,Charlie Taylor,eng ENG,DF,24.0,38.0,56.0,34.0,39.0,16.0,1.0,25.0,50.0,50.0,25.0,506.0,128.0,25.3,316.0,154.0,36.0,125.0,38.0,0.0,87.0,37.0,92,111.0,1.0,Matches,Burnley
293,Jack Cork,eng ENG,MF,29.0,37.4,46.0,28.0,16.0,25.0,5.0,16.0,57.0,28.1,41.0,689.0,164.0,23.8,219.0,363.0,107.0,57.0,19.0,0.0,38.0,29.0,75,76.0,0.0,Matches,Burnley
294,James Tarkowski,eng ENG,DF,25.0,36.3,71.0,40.0,50.0,20.0,1.0,27.0,55.0,49.1,28.0,252.0,84.0,33.3,166.0,80.0,6.0,95.0,60.0,4.0,35.0,35.0,105,259.0,3.0,Matches,Burnley
295,Ashley Westwood,eng ENG,MF,28.0,32.5,63.0,40.0,20.0,34.0,9.0,14.0,48.0,29.2,34.0,707.0,171.0,24.2,258.0,339.0,110.0,56.0,11.0,0.0,45.0,31.0,94,45.0,0.0,Matches,Burnley
296,Chris Wood,nz NZL,FW,26.0,30.2,10.0,9.0,2.0,5.0,3.0,4.0,19.0,21.1,15.0,548.0,123.0,22.4,46.0,254.0,248.0,27.0,6.0,0.0,21.0,4.0,14,22.0,1.0,Matches,Burnley
297,Ashley Barnes,eng ENG,FW,28.0,26.8,26.0,14.0,5.0,14.0,7.0,5.0,40.0,12.5,35.0,727.0,168.0,23.1,69.0,372.0,286.0,31.0,8.0,0.0,23.0,4.0,30,24.0,1.0,Matches,Burnley
298,Jeff Hendrick,ie IRL,"MF,FW",26.0,25.1,36.0,25.0,17.0,13.0,6.0,14.0,39.0,35.9,25.0,513.0,95.0,18.5,125.0,247.0,141.0,29.0,3.0,1.0,26.0,15.0,51,26.0,0.0,Matches,Burnley
299,Jóhann Berg Guðmundsson,is ISL,"MF,FW",27.0,20.8,22.0,14.0,12.0,9.0,1.0,9.0,27.0,33.3,18.0,350.0,83.0,23.7,115.0,148.0,87.0,40.0,2.0,0.0,38.0,27.0,49,30.0,0.0,Matches,Burnley
300,Dwight McNeil,eng ENG,"MF,FW",18.0,20.7,25.0,12.0,13.0,9.0,3.0,11.0,47.0,23.4,36.0,497.0,101.0,20.3,173.0,219.0,105.0,35.0,3.0,0.0,32.0,17.0,42,30.0,0.0,Matches,Burnley
301,Matthew Lowton,eng ENG,DF,29.0,20.4,58.0,34.0,26.0,26.0,6.0,26.0,58.0,44.8,32.0,222.0,50.0,22.5,123.0,72.0,27.0,50.0,8.0,1.0,42.0,27.0,85,73.0,0.0,Matches,Burnley
302,Tom Heaton,eng ENG,GK,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,Matches,Burnley
303,Joe Hart,eng ENG,GK,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Burnley
304,Phil Bardsley,sco SCO,DF,33.0,18.6,36.0,19.0,21.0,14.0,1.0,13.0,31.0,41.9,18.0,209.0,58.0,27.8,121.0,67.0,21.0,30.0,12.0,2.0,18.0,25.0,61,85.0,1.0,Matches,Burnley
305,Aaron Lennon,eng ENG,"FW,MF",31.0,13.5,33.0,20.0,15.0,15.0,3.0,9.0,21.0,42.9,12.0,234.0,56.0,23.9,95.0,95.0,44.0,29.0,1.0,0.0,28.0,9.0,42,8.0,0.0,Matches,Burnley
306,Sam Vokes,wal WAL,FW,28.0,11.1,5.0,0.0,1.0,2.0,2.0,0.0,0.0,,0.0,125.0,27.0,21.6,4.0,62.0,59.0,7.0,3.0,0.0,4.0,1.0,6,16.0,0.0,Matches,Burnley
307,Kevin Long,ie IRL,DF,27.0,8.7,21.0,14.0,12.0,9.0,0.0,8.0,16.0,50.0,8.0,53.0,14.0,26.4,32.0,19.0,2.0,12.0,7.0,0.0,5.0,5.0,26,27.0,0.0,Matches,Burnley
308,Robbie Brady,ie IRL,"MF,FW",26.0,8.5,12.0,10.0,4.0,4.0,4.0,2.0,10.0,20.0,8.0,181.0,35.0,19.3,59.0,86.0,36.0,17.0,1.0,0.0,16.0,8.0,20,13.0,1.0,Matches,Burnley
309,Steven Defour,be BEL,MF,30.0,7.5,8.0,4.0,4.0,2.0,2.0,2.0,8.0,25.0,6.0,120.0,15.0,12.5,45.0,57.0,18.0,9.0,2.0,0.0,7.0,8.0,15,8.0,0.0,Matches,Burnley
310,Matěj Vydra,cz CZE,"FW,MF",26.0,6.0,4.0,3.0,1.0,2.0,1.0,0.0,5.0,0.0,5.0,79.0,14.0,17.7,7.0,40.0,32.0,4.0,1.0,1.0,3.0,4.0,7,2.0,0.0,Matches,Burnley
311,Stephen Ward,ie IRL,DF,32.0,5.2,2.0,2.0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,16.0,6.0,37.5,6.0,7.0,3.0,5.0,1.0,0.0,4.0,2.0,3,8.0,0.0,Matches,Burnley
312,Ben Gibson,eng ENG,DF,25.0,2.7,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,11.0,7.0,63.6,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,2,3.0,0.0,Matches,Burnley
313,Nick Pope,eng ENG,GK,26.0,2.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,Burnley
314,Peter Crouch,eng ENG,FW,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,2.0,14.3,0.0,3.0,11.0,2.0,0.0,0.0,2.0,0.0,0,3.0,0.0,Matches,Burnley
315,Fayçal Fajr,ma MAR,MF,29.0,39.8,56.0,33.0,19.0,29.0,8.0,18.0,87.0,20.7,69.0,723.0,177.0,24.5,185.0,411.0,127.0,37.0,7.0,0.0,30.0,22.0,78,21.0,0.0,Matches,caen
316,Brice Samba,cg CGO,GK,24.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,Matches,caen
317,Frederic Guilbert,fr FRA,DF,23.0,36.5,100.0,56.0,61.0,34.0,5.0,29.0,92.0,31.5,63.0,656.0,146.0,22.3,346.0,227.0,83.0,79.0,17.0,0.0,62.0,51.0,149,122.0,0.0,Matches,caen
318,Alexander Djiku,gh GHA,DF,23.0,34.8,68.0,42.0,47.0,19.0,2.0,26.0,63.0,41.3,37.0,269.0,86.0,32.0,193.0,66.0,10.0,71.0,34.0,1.0,37.0,58.0,120,215.0,2.0,Matches,caen
319,Casimir Ninga,td CHA,"FW,MF",25.0,28.6,47.0,33.0,20.0,17.0,10.0,16.0,64.0,25.0,48.0,589.0,137.0,23.3,166.0,280.0,143.0,26.0,1.0,0.0,25.0,20.0,65,7.0,0.0,Matches,caen
320,Enzo Crivelli,fr FRA,FW,23.0,26.8,16.0,10.0,9.0,5.0,2.0,6.0,14.0,42.9,8.0,399.0,93.0,23.3,31.0,185.0,183.0,12.0,3.0,0.0,9.0,2.0,18,26.0,0.0,Matches,caen
321,Prince Oniangué,cg CGO,MF,29.0,26.7,49.0,37.0,17.0,29.0,3.0,25.0,75.0,33.3,50.0,471.0,114.0,24.2,154.0,274.0,43.0,40.0,9.0,0.0,31.0,16.0,65,48.0,0.0,Matches,caen
322,Jonathan Gradit,fr FRA,DF,25.0,26.7,56.0,37.0,35.0,20.0,1.0,21.0,58.0,36.2,37.0,305.0,97.0,31.8,201.0,87.0,17.0,44.0,15.0,1.0,29.0,32.0,84,112.0,2.0,Matches,caen
323,Paul Baysse,fr FRA,DF,30.0,24.2,24.0,22.0,20.0,4.0,0.0,11.0,17.0,64.7,6.0,125.0,38.0,30.4,89.0,33.0,3.0,34.0,17.0,1.0,17.0,23.0,40,130.0,0.0,Matches,caen
324,Yoël Armougom,fr FRA,"DF,MF",20.0,22.6,37.0,18.0,25.0,10.0,2.0,14.0,39.0,35.9,25.0,324.0,91.0,28.1,193.0,108.0,23.0,15.0,2.0,0.0,13.0,8.0,45,69.0,0.0,Matches,caen
325,Claudio Beauvue,GPE,FW,30.0,19.6,15.0,12.0,5.0,7.0,3.0,3.0,23.0,13.0,20.0,228.0,58.0,25.4,37.0,119.0,72.0,17.0,1.0,0.0,16.0,3.0,18,20.0,0.0,Matches,caen
326,Malik Tchokounté,fr FRA,"FW,MF",29.0,19.3,16.0,9.0,3.0,13.0,0.0,4.0,11.0,36.4,7.0,242.0,46.0,19.0,26.0,144.0,72.0,20.0,2.0,0.0,18.0,8.0,24,20.0,0.0,Matches,caen
327,Saîf-Eddine Khaoui,tn TUN,"MF,FW",23.0,18.9,17.0,9.0,4.0,9.0,4.0,6.0,22.0,27.3,16.0,312.0,63.0,20.2,47.0,197.0,68.0,16.0,1.0,0.0,15.0,19.0,32,7.0,0.0,Matches,caen
328,Jessy Deminguet,fr FRA,"MF,FW",20.0,16.1,37.0,29.0,22.0,14.0,1.0,13.0,46.0,28.3,33.0,394.0,94.0,23.9,162.0,202.0,30.0,26.0,3.0,0.0,23.0,15.0,50,32.0,0.0,Matches,caen
329,Ismaël Diomandé,ci CIV,"MF,DF",25.0,16.0,27.0,17.0,15.0,12.0,0.0,4.0,21.0,19.0,17.0,263.0,64.0,24.3,122.0,130.0,11.0,24.0,9.0,0.0,15.0,9.0,35,45.0,0.0,Matches,caen
330,Yacine Bammou,ma MAR,"FW,MF",26.0,12.5,12.0,6.0,6.0,4.0,2.0,2.0,6.0,33.3,4.0,145.0,39.0,26.9,44.0,65.0,36.0,20.0,3.0,0.0,17.0,7.0,19,15.0,0.0,Matches,caen
331,Emmanuel Imorou,bj BEN,DF,29.0,12.4,15.0,11.0,9.0,5.0,1.0,10.0,26.0,38.5,16.0,164.0,47.0,28.7,116.0,40.0,8.0,35.0,5.0,0.0,30.0,22.0,37,38.0,0.0,Matches,caen
332,Adama Mbengue,sn SEN,DF,24.0,12.0,43.0,30.0,27.0,13.0,3.0,16.0,31.0,51.6,15.0,181.0,54.0,29.8,120.0,49.0,12.0,27.0,4.0,1.0,23.0,10.0,49,28.0,0.0,Matches,caen
333,Baissama Sankoh,gn GUI,"MF,FW",26.0,10.4,6.0,5.0,2.0,3.0,1.0,0.0,9.0,0.0,9.0,146.0,41.0,28.1,56.0,72.0,18.0,12.0,1.0,0.0,11.0,3.0,9,15.0,0.0,Matches,caen
334,Younn Zahary,km COM,DF,19.0,9.2,11.0,8.0,7.0,2.0,2.0,4.0,15.0,26.7,11.0,127.0,38.0,29.9,86.0,35.0,6.0,31.0,11.0,0.0,20.0,9.0,20,40.0,0.0,Matches,caen
335,Evens Joseph,fr FRA,"FW,MF",19.0,6.1,4.0,4.0,0.0,3.0,1.0,1.0,4.0,25.0,3.0,105.0,26.0,24.8,24.0,57.0,24.0,5.0,1.0,0.0,4.0,3.0,6,6.0,0.0,Matches,caen
336,Erwin Zelazny,fr FRA,GK,26.0,5.3,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,caen
337,Stef Peeters,be BEL,MF,26.0,4.5,9.0,7.0,5.0,3.0,1.0,3.0,14.0,21.4,11.0,117.0,18.0,15.4,44.0,68.0,5.0,5.0,0.0,0.0,5.0,5.0,14,2.0,0.0,Matches,caen
338,Romain Genevois,ht HAI,DF,30.0,4.0,11.0,6.0,11.0,0.0,0.0,7.0,13.0,53.8,6.0,39.0,11.0,28.2,25.0,13.0,1.0,6.0,1.0,0.0,5.0,4.0,15,14.0,0.0,Matches,caen
339,Herman Moussaki,fr FRA,"MF,FW",19.0,2.3,5.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,4.0,68.0,14.0,20.6,18.0,31.0,19.0,2.0,1.0,0.0,1.0,0.0,5,2.0,0.0,Matches,caen
340,Aly Ndom,fr FRA,MF,22.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,Matches,caen
341,Godson Kyeremeh,fr FRA,MF,18.0,0.4,,0.0,,,,,,,,,,,,,,,,,,1.0,0,,,Matches,caen
342,Brice Tutu,cg CGO,FW,20.0,0.2,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,caen
343,Jad Mouaddib,fr FRA,MF,19.0,0.2,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,caen
344,Timo Stavitski,fi FIN,FW,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,caen
345,Christian Kouakou,ci CIV,FW,27.0,0.1,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,caen
346,Jan Repas,si SVN,MF,21.0,0.1,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,caen
347,Alessio Cragno,it ITA,GK,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,Matches,Cagliari
348,Nicolò Barella,it ITA,"MF,FW",21.0,37.5,101.0,61.0,43.0,30.0,28.0,30.0,90.0,33.3,60.0,752.0,208.0,27.7,219.0,356.0,177.0,65.0,3.0,0.0,62.0,26.0,127,30.0,0.0,Matches,Cagliari
349,Artur Ioniță,md MDA,MF,27.0,34.8,64.0,50.0,21.0,32.0,11.0,15.0,69.0,21.7,54.0,717.0,185.0,25.8,185.0,352.0,180.0,59.0,10.0,0.0,49.0,23.0,87,39.0,2.0,Matches,Cagliari
350,Leonardo Pavoletti,it ITA,FW,29.0,32.1,30.0,19.0,7.0,11.0,12.0,11.0,22.0,50.0,11.0,591.0,141.0,23.9,47.0,247.0,297.0,17.0,3.0,0.0,14.0,14.0,44,19.0,0.0,Matches,Cagliari
351,João Pedro,br BRA,"FW,MF",26.0,29.7,19.0,13.0,2.0,10.0,7.0,3.0,18.0,16.7,15.0,356.0,77.0,21.6,47.0,144.0,165.0,30.0,8.0,0.0,22.0,5.0,24,14.0,0.0,Matches,Cagliari
352,Fabio Pisacane,it ITA,DF,32.0,26.1,44.0,25.0,32.0,9.0,3.0,19.0,43.0,44.2,24.0,196.0,56.0,28.6,123.0,61.0,12.0,37.0,18.0,0.0,19.0,17.0,61,119.0,5.0,Matches,Cagliari
353,Luca Ceppitelli,it ITA,DF,28.0,24.8,43.0,27.0,32.0,10.0,1.0,12.0,23.0,52.2,11.0,164.0,56.0,34.1,108.0,51.0,5.0,39.0,22.0,0.0,17.0,14.0,57,131.0,3.0,Matches,Cagliari
354,Darijo Srna,hr CRO,DF,36.0,24.2,31.0,16.0,11.0,16.0,4.0,11.0,21.0,52.4,10.0,183.0,48.0,26.2,86.0,67.0,30.0,34.0,7.0,0.0,27.0,23.0,54,58.0,0.0,Matches,Cagliari
355,Simone Padoin,it ITA,"DF,MF",34.0,22.4,38.0,19.0,17.0,20.0,1.0,16.0,39.0,41.0,23.0,259.0,69.0,26.6,131.0,87.0,41.0,33.0,6.0,0.0,27.0,15.0,53,59.0,0.0,Matches,Cagliari
356,Paolo Faragò,it ITA,"MF,DF",25.0,21.9,53.0,32.0,23.0,23.0,7.0,17.0,52.0,32.7,35.0,465.0,130.0,28.0,141.0,222.0,102.0,38.0,2.0,0.0,36.0,10.0,63,39.0,1.0,Matches,Cagliari
357,Luca Cigarini,it ITA,MF,32.0,21.4,56.0,42.0,28.0,23.0,5.0,28.0,61.0,45.9,33.0,256.0,72.0,28.1,103.0,129.0,24.0,31.0,4.0,0.0,27.0,10.0,66,41.0,0.0,Matches,Cagliari
358,Filippo Romagna,it ITA,DF,21.0,19.4,15.0,8.0,14.0,1.0,0.0,5.0,11.0,45.5,6.0,148.0,41.0,27.7,100.0,47.0,1.0,28.0,13.0,0.0,15.0,11.0,26,71.0,1.0,Matches,Cagliari
359,Filip Bradarić,hr CRO,MF,26.0,16.9,33.0,24.0,15.0,17.0,1.0,9.0,28.0,32.1,19.0,240.0,57.0,23.8,108.0,101.0,31.0,32.0,5.0,0.0,27.0,22.0,55,51.0,0.0,Matches,Cagliari
360,Ragnar Klavan,ee EST,DF,32.0,13.7,12.0,8.0,8.0,3.0,1.0,7.0,17.0,41.2,10.0,94.0,33.0,35.1,66.0,19.0,9.0,22.0,13.0,1.0,9.0,3.0,15,85.0,0.0,Matches,Cagliari
361,Lucas Castro,ar ARG,"MF,FW",29.0,11.0,17.0,12.0,5.0,8.0,4.0,6.0,27.0,22.2,21.0,162.0,31.0,19.1,55.0,73.0,34.0,26.0,6.0,0.0,20.0,9.0,26,3.0,0.0,Matches,Cagliari
362,Luca Pellegrini,it ITA,DF,19.0,10.4,21.0,16.0,13.0,6.0,2.0,14.0,26.0,53.8,12.0,185.0,54.0,29.2,100.0,53.0,32.0,20.0,2.0,0.0,18.0,15.0,36,23.0,0.0,Matches,Cagliari
363,Charalambos Lykogiannis,gr GRE,DF,24.0,10.2,18.0,9.0,5.0,9.0,4.0,9.0,15.0,60.0,6.0,105.0,23.0,21.9,49.0,42.0,14.0,29.0,3.0,0.0,26.0,15.0,33,25.0,0.0,Matches,Cagliari
364,Diego Farias,br BRA,FW,28.0,9.4,12.0,8.0,4.0,6.0,2.0,0.0,8.0,0.0,8.0,150.0,36.0,24.0,21.0,54.0,75.0,9.0,1.0,0.0,8.0,4.0,16,5.0,0.0,Matches,Cagliari
365,Alberto Cerri,it ITA,FW,22.0,8.5,7.0,6.0,3.0,2.0,2.0,2.0,10.0,20.0,8.0,94.0,21.0,22.3,14.0,38.0,42.0,10.0,2.0,0.0,8.0,1.0,8,5.0,0.0,Matches,Cagliari
366,Marco Sau,it ITA,FW,30.0,6.5,8.0,7.0,0.0,4.0,4.0,1.0,7.0,14.3,6.0,92.0,21.0,22.8,19.0,43.0,30.0,4.0,0.0,0.0,4.0,3.0,11,3.0,0.0,Matches,Cagliari
367,Fabrizio Cacciatore,it ITA,DF,31.0,6.4,12.0,8.0,7.0,3.0,2.0,1.0,5.0,20.0,4.0,85.0,24.0,28.2,55.0,15.0,15.0,10.0,3.0,0.0,7.0,2.0,14,17.0,0.0,Matches,Cagliari
368,Alessandro Deiola,it ITA,MF,22.0,5.0,3.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,12.0,184.0,35.0,19.0,65.0,90.0,29.0,15.0,1.0,0.0,14.0,6.0,9,7.0,0.0,Matches,Cagliari
369,Daniele Dessena,it ITA,MF,31.0,4.9,5.0,4.0,1.0,1.0,3.0,2.0,7.0,28.6,5.0,64.0,18.0,28.1,17.0,28.0,19.0,6.0,0.0,0.0,6.0,2.0,7,3.0,0.0,Matches,Cagliari
370,Valter Birsa,si SVN,"MF,FW",31.0,4.1,3.0,2.0,0.0,2.0,1.0,2.0,7.0,28.6,5.0,85.0,24.0,28.2,17.0,40.0,28.0,4.0,0.0,0.0,4.0,5.0,8,1.0,0.0,Matches,Cagliari
371,Marco Andreolli,it ITA,DF,32.0,2.2,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2,7.0,0.0,Matches,Cagliari
372,Marko Pajač,hr CRO,DF,25.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,10.0,3.0,30.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,2,1.0,0.0,Matches,Cagliari
373,Cyril Théréau,fr FRA,"FW,MF",35.0,1.5,2.0,2.0,0.0,1.0,1.0,1.0,3.0,33.3,2.0,28.0,5.0,17.9,2.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,Matches,Cagliari
374,Kiril Despodov,bg BUL,"FW,MF",21.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31.0,9.0,29.0,4.0,12.0,15.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,Matches,Cagliari
375,Rafael,br BRA,GK,36.0,1.0,,,,,,,,,,,,,,,,,,,,,0,,,Matches,Cagliari
376,Riccardo Doratiotto,it ITA,FW,19.0,0.9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,18.0,3.0,16.7,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,Matches,Cagliari
377,Francesco Verde,it ITA,FW,19.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,2.0,40.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,Matches,Cagliari
378,Bruno Ecuele Manga,ga GAB,DF,30.0,39.5,68.0,43.0,50.0,12.0,6.0,29.0,59.0,49.2,30.0,557.0,171.0,30.7,349.0,192.0,16.0,86.0,29.0,0.0,57.0,52.0,120,162.0,4.0,Matches,Cardiff City
379,Neil Etheridge,ph PHI,GK,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Cardiff City
380,Sean Morrison,eng ENG,DF,27.0,34.8,45.0,30.0,34.0,10.0,1.0,16.0,31.0,51.6,15.0,313.0,110.0,35.1,206.0,103.0,4.0,59.0,30.0,2.0,29.0,35.0,80,198.0,3.0,Matches,Cardiff City
381,Joe Bennett,eng ENG,DF,28.0,30.3,50.0,27.0,33.0,16.0,1.0,13.0,35.0,37.1,22.0,437.0,122.0,27.9,237.0,179.0,21.0,68.0,9.0,0.0,59.0,37.0,87,74.0,0.0,Matches,Cardiff City
382,Víctor Camarasa,es ESP,MF,24.0,29.3,26.0,16.0,10.0,8.0,8.0,6.0,36.0,16.7,30.0,506.0,126.0,24.9,132.0,260.0,114.0,33.0,4.0,0.0,29.0,23.0,49,23.0,0.0,Matches,Cardiff City
383,Sol Bamba,ci CIV,DF,33.0,27.5,74.0,34.0,47.0,27.0,0.0,27.0,57.0,47.4,30.0,355.0,109.0,30.7,214.0,133.0,8.0,90.0,30.0,2.0,60.0,64.0,138,159.0,1.0,Matches,Cardiff City
384,Aron Gunnarsson,is ISL,MF,29.0,25.2,63.0,48.0,29.0,31.0,3.0,17.0,79.0,21.5,62.0,542.0,141.0,26.0,229.0,292.0,21.0,49.0,14.0,0.0,35.0,34.0,97,47.0,1.0,Matches,Cardiff City
385,Junior Hoilett,ca CAN,"FW,MF",28.0,23.8,42.0,24.0,24.0,11.0,7.0,9.0,48.0,18.8,39.0,436.0,103.0,23.6,179.0,174.0,83.0,42.0,0.0,0.0,42.0,22.0,64,22.0,0.0,Matches,Cardiff City
386,Callum Paterson,sco SCO,"FW,MF",23.0,23.6,30.0,15.0,8.0,13.0,9.0,7.0,34.0,20.6,27.0,478.0,118.0,24.7,64.0,246.0,168.0,38.0,5.0,0.0,33.0,5.0,35,35.0,0.0,Matches,Cardiff City
387,Joe Ralls,eng ENG,MF,24.0,22.8,50.0,37.0,18.0,28.0,4.0,7.0,31.0,22.6,24.0,463.0,107.0,23.1,178.0,239.0,46.0,35.0,6.0,0.0,29.0,17.0,67,27.0,0.0,Matches,Cardiff City
388,Harry Arter,ie IRL,MF,28.0,22.2,55.0,40.0,18.0,28.0,9.0,16.0,53.0,30.2,37.0,763.0,174.0,22.8,186.0,407.0,170.0,35.0,5.0,0.0,30.0,20.0,75,17.0,0.0,Matches,Cardiff City
389,Josh Murphy,eng ENG,"FW,MF",23.0,20.6,25.0,9.0,15.0,7.0,3.0,5.0,28.0,17.9,23.0,408.0,76.0,18.6,152.0,160.0,96.0,38.0,0.0,0.0,38.0,18.0,43,9.0,0.0,Matches,Cardiff City
390,Lee Peltier,eng ENG,DF,31.0,19.2,38.0,19.0,26.0,12.0,0.0,11.0,25.0,44.0,14.0,290.0,73.0,25.2,174.0,101.0,15.0,31.0,11.0,1.0,20.0,11.0,49,59.0,1.0,Matches,Cardiff City
391,Bobby Reid,jm JAM,"FW,MF",25.0,17.6,12.0,9.0,5.0,5.0,2.0,2.0,15.0,13.3,13.0,498.0,95.0,19.1,57.0,279.0,162.0,8.0,1.0,0.0,7.0,7.0,19,14.0,0.0,Matches,Cardiff City
392,Nathaniel Mendez-Laing,eng ENG,"MF,FW",26.0,11.9,35.0,23.0,18.0,13.0,4.0,15.0,26.0,57.7,11.0,222.0,60.0,27.0,95.0,91.0,36.0,31.0,1.0,0.0,30.0,11.0,46,16.0,0.0,Matches,Cardiff City
393,Oumar Niasse,sn SEN,FW,28.0,10.3,11.0,6.0,3.0,3.0,5.0,3.0,7.0,42.9,4.0,143.0,30.0,21.0,16.0,66.0,61.0,14.0,1.0,0.0,13.0,2.0,13,7.0,0.0,Matches,Cardiff City
394,Kenneth Zohore,dk DEN,FW,24.0,8.6,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,181.0,40.0,22.1,3.0,85.0,93.0,8.0,2.0,0.0,6.0,0.0,3,5.0,0.0,Matches,Cardiff City
395,Greg Cunningham,ie IRL,DF,27.0,8.0,13.0,7.0,8.0,3.0,2.0,3.0,14.0,21.4,11.0,117.0,32.0,27.4,57.0,53.0,7.0,17.0,2.0,0.0,15.0,9.0,22,9.0,0.0,Matches,Cardiff City
396,Leandro Bacuna,cw CUW,"MF,DF",26.0,6.2,15.0,9.0,8.0,5.0,2.0,6.0,22.0,27.3,16.0,177.0,36.0,20.3,69.0,93.0,15.0,11.0,2.0,0.0,9.0,13.0,28,16.0,0.0,Matches,Cardiff City
397,Kadeem Harris,eng ENG,"MF,FW",25.0,5.8,7.0,2.0,6.0,1.0,0.0,2.0,3.0,66.7,1.0,67.0,15.0,22.4,21.0,26.0,20.0,3.0,0.0,0.0,3.0,1.0,8,3.0,0.0,Matches,Cardiff City
398,Danny Ward,eng ENG,FW,26.0,5.5,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,116.0,20.0,17.2,7.0,65.0,44.0,9.0,1.0,0.0,8.0,1.0,2,9.0,0.0,Matches,Cardiff City
399,Loïc Damour,fr FRA,MF,27.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,16.7,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Matches,Cardiff City
400,Jazz Richards,wal WAL,"DF,MF",27.0,2.1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,16.0,2.0,12.5,10.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,2,6.0,0.0,Matches,Cardiff City
401,Alex Smithies,eng ENG,GK,28.0,2.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,Cardiff City
402,Gary Madine,eng ENG,"FW,MF",27.0,1.1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,12.0,1.0,8.3,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,Matches,Cardiff City
403,Matthew Connolly,eng ENG,DF,30.0,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0,,,Matches,Cardiff City
404,Rhys Healey,wal WAL,"FW,MF",23.0,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,16.0,7.0,43.8,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,Matches,Cardiff City
