,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
1411,Eric Bocat,fr FRA,DF,20.0,1.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,lille
1412,Timothy Weah,us USA,MF,19.0,0.9,0,1,0,0.0,1.06,0.0,0.0,,20.6,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,lille
1413,Jean Onana,cm CMR,MF,19.0,0.9,0,1,0,0.0,1.14,0.0,0.0,,31.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,lille
1414,Nicolás Gaitán,ar ARG,"MF,FW",31.0,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lille
1415,Cheikh Niasse,sn SEN,MF,19.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lille
1416,Abou Ouattara,bf BFA,MF,19.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lille
1417,Virgil van Dijk,nl NED,DF,28.0,50.0,5,42,16,38.1,0.84,0.32,0.12,0.31,13.2,0.0,0,0,3.2,3.2,0.08,1.8,1.8,Matches,Liverpool
1418,Andrew Robertson,sco SCO,DF,25.0,45.1,3,29,8,27.6,0.64,0.18,0.1,0.38,17.2,0.0,0,0,2.8,2.8,0.1,0.2,0.2,Matches,Liverpool
1419,Mohamed Salah,eg EGY,FW,27.0,43.0,23,184,73,39.7,4.28,1.7,0.11,0.27,15.0,6.0,3,3,24.4,22.2,0.13,-1.4,-2.2,Matches,Liverpool
1420,Trent Alexander-Arnold,eng ENG,DF,20.0,42.8,4,50,14,28.0,1.17,0.33,0.08,0.29,22.6,13.0,0,0,3.0,3.0,0.06,1.0,1.0,Matches,Liverpool
1421,Roberto Firmino,br BRA,"FW,MF",27.0,42.2,10,118,44,37.3,2.8,1.04,0.08,0.23,13.0,0.0,0,0,15.1,15.1,0.13,-5.1,-5.1,Matches,Liverpool
1422,Georginio Wijnaldum,nl NED,MF,28.0,40.7,6,46,19,41.3,1.13,0.47,0.13,0.32,15.1,0.0,0,0,4.1,4.1,0.09,1.9,1.9,Matches,Liverpool
1423,Sadio Mané,sn SEN,FW,27.0,39.7,22,106,51,48.1,2.67,1.29,0.21,0.43,12.9,0.0,0,0,16.7,16.7,0.18,3.3,3.3,Matches,Liverpool
1424,Joe Gomez,eng ENG,DF,22.0,35.0,0,4,1,25.0,0.11,0.03,0.0,0.0,30.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Liverpool
1425,Alisson,br BRA,GK,26.0,34.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1426,Jordan Henderson,eng ENG,MF,29.0,32.7,4,26,9,34.6,0.79,0.27,0.15,0.44,20.2,0.0,0,0,1.6,1.6,0.07,2.4,2.4,Matches,Liverpool
1427,Fabinho,br BRA,MF,25.0,32.5,2,20,5,25.0,0.61,0.15,0.1,0.4,25.6,2.0,0,0,0.5,0.5,0.03,1.5,1.5,Matches,Liverpool
1428,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",25.0,22.8,8,60,20,33.3,2.63,0.88,0.13,0.4,21.7,0.0,0,0,3.6,3.6,0.07,3.4,3.4,Matches,Liverpool
1429,James Milner,eng ENG,"MF,DF",33.0,18.4,4,17,5,29.4,0.92,0.27,0.06,0.2,23.6,0.0,3,3,2.3,0.8,0.06,-0.3,-0.8,Matches,Liverpool
1430,Adrián,es ESP,GK,32.0,17.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1431,Divock Origi,be BEL,FW,24.0,15.2,6,32,14,43.8,2.1,0.92,0.19,0.43,17.2,0.0,0,0,2.5,2.5,0.13,1.5,1.5,Matches,Liverpool
1432,Naby Keïta,gn GUI,"MF,FW",24.0,13.7,3,26,11,42.3,1.89,0.8,0.12,0.27,17.1,0.0,0,0,2.4,2.4,0.11,0.6,0.6,Matches,Liverpool
1433,Dejan Lovren,hr CRO,DF,30.0,13.2,1,7,2,28.6,0.53,0.15,0.14,0.5,8.9,0.0,0,0,0.3,0.3,0.05,0.7,0.7,Matches,Liverpool
1434,Joël Matip,cm CMR,DF,27.0,11.6,2,7,3,42.9,0.6,0.26,0.29,0.67,9.3,0.0,0,0,0.3,0.3,0.08,0.7,0.7,Matches,Liverpool
1435,Adam Lallana,eng ENG,"FW,MF",31.0,8.9,1,9,1,11.1,1.01,0.11,0.11,1.0,15.3,0.0,0,0,1.1,1.1,0.21,-0.1,-0.1,Matches,Liverpool
1436,Neco Williams,wal WAL,DF,18.0,7.9,0,18,4,22.2,2.28,0.51,0.0,0.0,21.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,Liverpool
1437,Curtis Jones,eng ENG,MF,18.0,6.9,3,20,10,50.0,2.9,1.45,0.15,0.3,16.7,0.0,0,0,0.9,0.9,0.15,0.1,0.1,Matches,Liverpool
1438,Harvey Elliot,eng ENG,FW,16.0,6.1,0,9,2,22.2,1.49,0.33,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Liverpool
1439,Takumi Minamino,jp JPN,MF,24.0,5.6,0,11,2,18.2,1.98,0.36,0.0,0.0,18.1,0.0,0,0,1.4,1.4,0.16,-1.4,-1.4,Matches,Liverpool
1440,Pedro Chirivella,es ESP,MF,22.0,4.8,0,1,0,0.0,0.21,0.0,0.0,,,,0,0,,,,,,Matches,Liverpool
1441,Caoimhín Kelleher,ie IRL,GK,20.0,4.3,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1442,Sepp van den Berg,nl NED,DF,17.0,3.3,0,1,1,100.0,0.3,0.3,0.0,0.0,,,0,0,,,,,,Matches,Liverpool
1443,Ki-Jana Hoever,nl NED,DF,17.0,2.9,1,2,1,50.0,0.69,0.35,0.5,1.0,,,0,0,,,,,,Matches,Liverpool
1444,Xherdan Shaqiri,ch SUI,MF,27.0,2.6,1,5,2,40.0,1.95,0.78,0.2,0.5,19.5,0.0,0,0,0.6,0.6,0.14,0.4,0.4,Matches,Liverpool
1445,Rhian Brewster,eng ENG,FW,19.0,2.5,0,6,1,16.7,2.43,0.41,0.0,0.0,,,0,0,,,,,,Matches,Liverpool
1446,Yasser Larouci,fr FRA,DF,18.0,1.9,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1447,Leighton Clarkson,eng ENG,MF,17.0,1.1,0,2,1,50.0,1.75,0.87,0.0,0.0,,,0,0,,,,,,Matches,Liverpool
1448,Herbie Kane,eng ENG,MF,20.0,1.1,0,5,3,60.0,4.55,2.73,0.0,0.0,,,0,0,,,,,,Matches,Liverpool
1449,Morgan Boyes,wal WAL,DF,18.0,1.0,0,1,0,0.0,0.99,0.0,0.0,,,,0,0,,,,,,Matches,Liverpool
1450,Tony Gallacher,sco SCO,DF,20.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,,,0,0,,,,,,Matches,Liverpool
1451,Adam Lewis,eng ENG,DF,19.0,1.0,0,2,0,0.0,2.0,0.0,0.0,,,,0,0,,,,,,Matches,Liverpool
1452,Thomas Hill,eng ENG,FW,16.0,1.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1453,Nathaniel Phillips,eng ENG,DF,22.0,1.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1454,Jake Cain,eng ENG,MF,17.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,,,0,0,,,,,,Matches,Liverpool
1455,Liam Millar,ca CAN,FW,19.0,0.9,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1456,Isaac Christie-Davies,wal WAL,MF,21.0,0.8,0,2,1,50.0,2.37,1.18,0.0,0.0,,,0,0,,,,,,Matches,Liverpool
1457,Luis Longstaff,eng ENG,FW,18.0,0.7,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1458,Jack Bearne,eng ENG,MF,17.0,0.3,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1459,Joe Hardy,eng ENG,FW,20.0,0.1,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1460,James Norris,eng ENG,DF,16.0,0.1,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1461,Elijah Dixon-Bonner,eng ENG,MF,18.0,0.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Liverpool
1462,Anthony Lopes,pt POR,GK,28.0,41.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1463,Jason Denayer,be BEL,"DF,MF",24.0,40.0,0,8,2,25.0,0.2,0.05,0.0,0.0,7.2,0.0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches,lyon
1464,Moussa Dembélé,fr FRA,FW,23.0,38.8,24,86,35,40.7,2.22,0.9,0.22,0.54,14.2,0.0,5,8,13.3,9.5,0.15,4.7,4.5,Matches,lyon
1465,Houssem Aouar,fr FRA,"MF,FW",21.0,36.0,9,68,29,42.6,1.89,0.8,0.12,0.28,19.0,2.0,1,1,4.2,4.2,0.08,-0.2,-0.2,Matches,lyon
1466,Lucas Tousart,fr FRA,MF,22.0,31.9,3,40,12,30.0,1.25,0.38,0.08,0.25,22.9,0.0,0,0,1.9,1.9,0.05,1.1,1.1,Matches,lyon
1467,Marcelo,br BRA,DF,32.0,31.0,0,16,5,31.3,0.52,0.16,0.0,0.0,9.7,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,lyon
1468,Thiago Mendes,br BRA,MF,27.0,30.4,0,38,6,15.8,1.25,0.2,0.0,0.0,25.4,0.0,0,0,1.3,1.3,0.04,-1.3,-1.3,Matches,lyon
1469,Maxwel Cornet,ci CIV,"DF,MF",22.0,28.6,6,39,18,46.2,1.36,0.63,0.15,0.33,17.3,3.0,0,0,3.1,3.1,0.1,1.9,1.9,Matches,lyon
1470,Joachim Andersen,dk DEN,DF,23.0,27.3,2,13,2,15.4,0.48,0.07,0.15,1.0,14.5,0.0,0,0,1.0,1.0,0.09,1.0,1.0,Matches,lyon
1471,Leo Dubois,fr FRA,DF,24.0,25.1,0,14,3,21.4,0.56,0.12,0.0,0.0,23.6,0.0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,lyon
1472,Martin Terrier,fr FRA,"FW,MF",22.0,22.2,6,33,15,45.5,1.49,0.68,0.18,0.4,17.4,1.0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches,lyon
1473,Bertrand Traoré,bf BFA,"MF,FW",23.0,21.3,4,54,21,38.9,2.54,0.99,0.07,0.19,17.3,2.0,0,0,3.3,3.3,0.08,-1.3,-1.3,Matches,lyon
1474,Fernando Marçal,br BRA,DF,30.0,20.0,0,12,3,25.0,0.6,0.15,0.0,0.0,25.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,lyon
1475,Memphis Depay,nl NED,"FW,MF",25.0,18.7,15,67,29,43.3,3.57,1.55,0.18,0.41,20.5,9.0,3,3,8.5,6.2,0.1,6.5,5.8,Matches,lyon
1476,Kenny Tete,nl NED,DF,23.0,18.5,0,9,2,22.2,0.49,0.11,0.0,0.0,18.6,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,lyon
1477,Youssouf Koné,ml MLI,DF,24.0,13.5,0,9,2,22.2,0.67,0.15,0.0,0.0,31.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,lyon
1478,Maxence Caqueret,fr FRA,MF,19.0,13.3,1,8,3,37.5,0.6,0.23,0.13,0.33,21.7,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,lyon
1479,Rafael,br BRA,DF,29.0,12.6,0,6,1,16.7,0.48,0.08,0.0,0.0,26.9,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,lyon
1480,Jeff Reine-Adélaïde,fr FRA,"MF,FW",21.0,12.3,2,9,3,33.3,0.73,0.24,0.22,0.67,16.9,0.0,0,0,1.3,1.3,0.14,0.7,0.7,Matches,lyon
1481,Karl Toko Ekambi,cm CMR,FW,26.0,11.8,2,25,9,36.0,2.12,0.76,0.08,0.22,14.5,0.0,0,0,3.3,3.3,0.16,-1.3,-1.3,Matches,lyon
1482,Bruno Guimarães,br BRA,MF,21.0,8.0,0,5,1,20.0,0.63,0.13,0.0,0.0,26.7,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,lyon
1483,Ciprian Tătărușanu,ro ROU,GK,33.0,6.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1484,Jean Lucas,br BRA,MF,21.0,5.6,3,11,4,36.4,1.95,0.71,0.27,0.75,24.5,0.0,0,0,0.7,0.7,0.1,0.3,0.3,Matches,lyon
1485,Rayan Cherki,fr FRA,MF,15.0,5.3,3,12,8,66.7,2.26,1.51,0.25,0.38,20.3,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,lyon
1486,Amine Gouiri,fr FRA,FW,19.0,1.2,0,4,3,75.0,3.21,2.41,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1487,Melvin Bard,fr FRA,DF,18.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1488,Oumar Solet,fr FRA,DF,19.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,lyon
1489,Moussa Niakhate,fr FRA,DF,23.0,34.0,1,12,5,41.7,0.35,0.15,0.08,0.2,11.6,0.0,0,0,1.0,1.0,0.08,0.0,0.0,Matches,Mainz 05
1490,Robin Quaison,se SWE,"FW,MF",25.0,29.9,13,76,31,40.8,2.54,1.04,0.16,0.39,16.7,2.0,1,1,10.7,9.9,0.14,2.3,2.1,Matches,Mainz 05
1491,Ridle Baku,de GER,"DF,MF",21.0,26.9,1,22,6,27.3,0.82,0.22,0.05,0.17,21.7,0.0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,Mainz 05
1492,Jean-Paul Boëtius,nl NED,MF,25.0,26.2,4,41,14,34.1,1.57,0.53,0.1,0.29,18.9,0.0,0,0,2.9,2.9,0.08,1.1,1.1,Matches,Mainz 05
1493,Jerry St. Juste,nl NED,DF,22.0,23.7,2,13,2,15.4,0.55,0.08,0.15,1.0,13.6,0.0,0,0,0.8,0.8,0.06,1.2,1.2,Matches,Mainz 05
1494,Robin Zentner,de GER,GK,24.0,21.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1495,Aarón Martín,es ESP,DF,22.0,20.9,0,13,3,23.1,0.62,0.14,0.0,0.0,24.4,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,Mainz 05
1496,Pierre Kunde,cm CMR,MF,24.0,20.7,4,38,10,26.3,1.83,0.48,0.11,0.4,23.4,3.0,0,0,3.1,3.1,0.08,0.9,0.9,Matches,Mainz 05
1497,Karim Onisiwo,at AUT,FW,27.0,20.2,4,43,23,53.5,2.13,1.14,0.09,0.17,14.5,0.0,0,0,4.2,4.2,0.11,-0.2,-0.2,Matches,Mainz 05
1498,Daniel Brosinski,de GER,DF,31.0,20.0,2,23,8,34.8,1.15,0.4,0.04,0.13,27.9,5.0,1,1,1.6,0.9,0.04,0.4,0.1,Matches,Mainz 05
1499,Levin Öztunalı,de GER,"MF,FW",23.0,19.8,4,35,10,28.6,1.77,0.51,0.11,0.4,21.9,0.0,0,0,2.1,2.1,0.06,1.9,1.9,Matches,Mainz 05
1500,Edimilson Fernandes,ch SUI,"MF,DF",23.0,17.5,1,23,2,8.7,1.32,0.11,0.04,0.5,25.0,0.0,0,0,0.8,0.8,0.04,0.2,0.2,Matches,Mainz 05
1501,Danny Latza,de GER,MF,29.0,15.9,0,17,3,17.6,1.07,0.19,0.0,0.0,18.9,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,Mainz 05
1502,Florian Müller,de GER,GK,21.0,13.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1503,Ádám Szalai,hu HUN,FW,31.0,12.7,1,31,11,35.5,2.43,0.86,0.03,0.09,11.5,0.0,0,0,4.8,4.8,0.16,-3.8,-3.8,Matches,Mainz 05
1504,Jean-Philippe Mateta,fr FRA,FW,22.0,11.7,3,34,11,32.4,2.91,0.94,0.06,0.18,11.0,0.0,1,1,6.3,5.7,0.17,-3.3,-3.7,Matches,Mainz 05
1505,Leandro Barreiro Martins,lu LUX,MF,19.0,10.4,0,7,1,14.3,0.67,0.1,0.0,0.0,20.2,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,Mainz 05
1506,Alexander Hack,de GER,DF,25.0,8.9,0,7,1,14.3,0.78,0.11,0.0,0.0,20.9,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,Mainz 05
1507,Jeffrey Bruma,nl NED,DF,27.0,7.5,0,7,0,0.0,0.93,0.0,0.0,,13.8,1.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,Mainz 05
1508,Ronaël Pierre-Gabriel,fr FRA,DF,21.0,6.4,0,2,0,0.0,0.31,0.0,0.0,,25.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Mainz 05
1509,Taiwo Awoniyi,ng NGA,FW,21.0,5.4,1,13,3,23.1,2.42,0.56,0.08,0.33,11.0,0.0,0,0,1.9,1.9,0.15,-0.9,-0.9,Matches,Mainz 05
1510,Phillipp Mwene,at AUT,DF,25.0,3.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1511,Jonathan Burkardt,de GER,FW,19.0,3.0,1,8,2,25.0,2.68,0.67,0.13,0.5,15.4,0.0,0,0,0.8,0.8,0.11,0.2,0.2,Matches,Mainz 05
1512,Alexandru Maxim,ro ROU,MF,29.0,1.6,0,7,0,0.0,4.34,0.0,0.0,,22.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Mainz 05
1513,Ji Dong-won,kr KOR,FW,28.0,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mainz 05
1514,Stefan Bell,de GER,DF,27.0,0.7,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Mainz 05
1515,Manolo Reina,es ESP,GK,34.0,36.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1516,Martin Valjent,sk SVK,DF,23.0,35.4,0,14,3,21.4,0.4,0.08,0.0,0.0,22.2,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Mallorca
1517,Dani Rodríguez,es ESP,"MF,FW",31.0,33.8,5,52,11,21.2,1.54,0.33,0.08,0.36,20.1,1.0,1,1,4.5,3.8,0.07,0.5,0.2,Matches,Mallorca
1518,Iddrisu Baba,gh GHA,MF,23.0,32.3,0,15,2,13.3,0.47,0.06,0.0,0.0,23.0,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,Mallorca
1519,Antonio Raillo,es ESP,DF,27.0,30.8,1,14,2,14.3,0.45,0.06,0.07,0.5,10.6,0.0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches,Mallorca
1520,Ante Budimir,hr CRO,FW,28.0,30.7,13,54,20,37.0,1.76,0.65,0.2,0.55,12.0,0.0,2,2,10.4,8.8,0.16,2.6,2.2,Matches,Mallorca
1521,Salva Sevilla,es ESP,MF,35.0,28.5,5,31,11,35.5,1.09,0.39,0.1,0.27,25.8,13.0,2,3,3.8,1.5,0.05,1.2,1.5,Matches,Mallorca
1522,Takefusa Kubo,jp JPN,"MF,FW",18.0,26.7,4,54,25,46.3,2.02,0.94,0.07,0.16,19.7,6.0,0,0,2.8,2.8,0.05,1.2,1.2,Matches,Mallorca
1523,Lago Junior,ci CIV,"MF,FW",28.0,24.3,4,38,8,21.1,1.56,0.33,0.03,0.13,17.5,0.0,3,3,5.3,3.0,0.08,-1.3,-2.0,Matches,Mallorca
1524,Lumor Agbenyenu,gh GHA,DF,22.0,20.1,1,14,2,14.3,0.7,0.1,0.07,0.5,29.9,0.0,0,0,0.3,0.3,0.02,0.7,0.7,Matches,Mallorca
1525,Aleix Febas,es ESP,MF,23.0,19.8,1,9,4,44.4,0.46,0.2,0.11,0.25,20.2,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,Mallorca
1526,Fran Gámez,es ESP,DF,28.0,19.6,0,15,2,13.3,0.76,0.1,0.0,0.0,19.9,0.0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,Mallorca
1527,Alejandro Pozo Pozo,es ESP,DF,20.0,17.6,1,7,2,28.6,0.4,0.11,0.14,0.5,23.9,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Matches,Mallorca
1528,Cucho,co COL,"FW,MF",20.0,16.5,5,45,14,31.1,2.72,0.85,0.11,0.36,16.2,0.0,0,0,4.2,4.2,0.1,0.8,0.8,Matches,Mallorca
1529,Joan Sastre Vanrell,es ESP,DF,22.0,16.1,0,17,1,5.9,1.06,0.06,0.0,0.0,25.5,1.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,Mallorca
1530,Aleksandar Sedlar,rs SRB,DF,27.0,10.0,0,1,1,100.0,0.1,0.1,0.0,0.0,12.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Mallorca
1531,Xisco Campos,es ESP,DF,37.0,6.3,0,4,0,0.0,0.64,0.0,0.0,,13.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Mallorca
1532,Aleksandar Trajkovski,mk MKD,"MF,DF",26.0,4.3,0,12,4,33.3,2.78,0.93,0.0,0.0,19.7,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,Mallorca
1533,Abdón Prats,es ESP,"FW,MF",26.0,3.8,0,12,5,41.7,3.13,1.3,0.0,0.0,16.4,0.0,0,1,1.4,0.6,0.07,-1.4,-0.6,Matches,Mallorca
1534,Pablo Chavarría,ar ARG,"FW,MF",31.0,2.7,0,5,0,0.0,1.87,0.0,0.0,,12.1,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,Mallorca
1535,Marc Pedraza,es ESP,MF,32.0,2.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1536,Baba Rahman,gh GHA,DF,25.0,2.2,0,1,0,0.0,0.45,0.0,0.0,,17.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,Mallorca
1537,Fabricio,es ESP,GK,31.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1538,Josep Señé,es ESP,MF,27.0,1.9,0,2,1,50.0,1.07,0.53,0.0,0.0,9.0,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches,Mallorca
1539,Álex Alegría,es ESP,FW,26.0,1.5,0,2,1,50.0,1.35,0.68,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1540,Leonardo Koutris,gr GRE,DF,24.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1541,Miquel Parera,es ESP,GK,23.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1542,Yannis Salibur,fr FRA,"MF,FW",28.0,0.9,0,1,0,0.0,1.1,0.0,0.0,,34.0,1.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Mallorca
1543,Ariday Cabrera,es ESP,"MF,FW",30.0,0.4,0,1,1,100.0,2.43,2.43,0.0,0.0,20.2,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,Mallorca
1544,Ki Sung-yueng,kr KOR,MF,30.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1545,Luka Romero,ar ARG,MF,14.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1546,Rafael Obrador,es ESP,DF,15.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Mallorca
1547,Raheem Sterling,eng ENG,FW,24.0,44.6,31,152,58,38.2,3.41,1.3,0.2,0.53,13.3,2.0,0,2,22.8,20.9,0.18,3.2,5.1,Matches,Manchester City
1548,Ederson,br BRA,GK,25.0,42.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Manchester City
1549,Kevin De Bruyne,be BEL,MF,28.0,42.3,16,124,36,29.0,2.93,0.85,0.1,0.33,21.1,16.0,4,4,9.5,7.3,0.07,5.5,4.7,Matches,Manchester City
1550,Rodri,es ESP,MF,23.0,41.2,4,40,15,37.5,0.97,0.36,0.1,0.27,18.5,0.0,0,0,1.5,1.5,0.05,1.5,1.5,Matches,Manchester City
1551,İlkay Gündoğan,de GER,MF,28.0,39.5,5,54,15,27.8,1.37,0.38,0.06,0.2,19.4,2.0,2,3,6.7,5.2,0.11,-2.7,-2.2,Matches,Manchester City
1552,Kyle Walker,eng ENG,DF,29.0,38.3,1,22,6,27.3,0.57,0.16,0.05,0.17,26.0,1.0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,Manchester City
1553,Bernardo Silva,pt POR,"FW,MF",24.0,37.0,8,66,22,33.3,1.78,0.59,0.12,0.36,13.9,0.0,0,0,7.3,7.3,0.14,-1.3,-1.3,Matches,Manchester City
1554,Gabriel Jesus,br BRA,"FW,MF",22.0,36.8,23,139,58,41.7,3.78,1.58,0.17,0.4,11.2,0.0,0,2,23.2,21.7,0.17,-3.2,-1.7,Matches,Manchester City
1555,Fernandinho,br BRA,DF,34.0,35.9,0,19,2,10.5,0.53,0.06,0.0,0.0,13.6,0.0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches,Manchester City
1556,Riyad Mahrez,dz ALG,"FW,MF",28.0,35.0,13,116,49,42.2,3.31,1.4,0.1,0.24,16.5,7.0,1,1,9.3,8.6,0.1,2.7,2.4,Matches,Manchester City
1557,Nicolás Otamendi,ar ARG,DF,31.0,32.4,3,25,9,36.0,0.77,0.28,0.12,0.33,9.5,0.0,0,0,2.6,2.6,0.14,-0.6,-0.6,Matches,Manchester City
1558,David Silva,es ESP,MF,33.0,28.8,6,56,17,30.4,1.94,0.59,0.11,0.35,14.3,6.0,0,0,7.0,7.0,0.14,-1.0,-1.0,Matches,Manchester City
1559,João Cancelo,pt POR,DF,25.0,26.3,1,30,7,23.3,1.14,0.27,0.03,0.14,23.1,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,Manchester City
1560,Benjamin Mendy,fr FRA,DF,25.0,25.8,0,15,1,6.7,0.58,0.04,0.0,0.0,23.3,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,Manchester City
1561,Sergio Agüero,ar ARG,FW,31.0,23.2,23,100,38,38.0,4.32,1.64,0.2,0.53,12.8,0.0,3,4,16.5,13.5,0.17,1.5,1.5,Matches,Manchester City
1562,Phil Foden,eng ENG,"MF,FW",19.0,19.8,8,65,23,35.4,3.28,1.16,0.12,0.35,16.7,0.0,0,0,5.1,5.1,0.12,1.9,1.9,Matches,Manchester City
